loan_status,total_pymnt_inv,int_rate,emp_length,title,delinq_2yrs,total_rec_int,emp_title,mths_since_recent_inq,pub_rec_bankruptcies,open_rv_24m,il_util,num_bc_tl,annual_inc,zip_code,addr_state,dti,mo_sin_old_il_acct,tot_coll_amt,open_il_24m,total_cu_tl,bc_util,mo_sin_old_rev_tl_op,earliest_cr_line,last_credit_pull_d
Paid,668.88,10.42%,2 years,Debt consolidation,0,155.57,Administrative Law Judge,10,0,3,NA,8,160000,913xx,CA,6.89,65,0,0,3,69.7,239,Jan-1998,Feb-2018
Paid,217.27,15.05%,2 years,Debt consolidation,1,104.52,Nurse,4,1,11,74,5,52000,151xx,PA,18.12,147,564,1,0,3.4,205,Nov-2000,Feb-2018
Paid,360.2,7.35%,1 year,Debt consolidation,0,61.25,Sales,10,1,3,68,8,70000,454xx,OH,14.19,45,0,1,2,4,254,Oct-1996,Feb-2018
Paid,111.54,11.99%,9 years,Other,1,8.32,Network Administrator,17,0,4,101,2,63000,114xx,NY,10.04,99,0,1,1,65.1,112,Aug-2008,Feb-2018
Paid,540.66,17.09%,10+ years,Debt consolidation,0,284.83,School Counselor,10,0,0,49,2,66170,149xx,NY,30.29,161,0,2,2,94.6,327,Sep-1990,Feb-2018
Paid,621.9,6.08%,10+ years,Credit card refinancing,0,88.67,Compliance Leader,9,0,3,67,8,245000,450xx,OH,15.77,150,0,4,3,22.3,338,Oct-1989,Feb-2018
Paid,807.25,14.08%,3 years,Debt consolidation,0,341.46,Behavior therapist,9,0,3,1,14,80000,109xx,NY,14.72,131,0,0,1,31.8,540,Dec-1972,Feb-2018
Paid,385.1,13.59%,10+ years,Debt consolidation,0,113.25,Auditor,2,0,2,120,5,67000,605xx,IL,12.27,142,0,3,1,62.1,148,Aug-2005,Feb-2018
Paid,248.97,5.32%,10+ years,Credit card refinancing,0,31.4,President,2,0,3,95,12,195000,390xx,MS,12.6,149,0,2,0,13,230,Oct-1998,Feb-2018
Paid,346.99,11.99%,< 1 year,Credit card refinancing,0,91.59,Bar Manager,15,0,3,NA,9,72000,111xx,NY,5.76,147,0,0,0,96.8,126,Sep-2005,Feb-2018
Paid,260.08,12.62%,10+ years,Other,0,109.55,Account Manager / Program Manager,NA,0,1,53,3,80000,302xx,GA,27.28,173,540,2,1,73,240,Dec-1997,Feb-2018
Paid,516.77,6.08%,3 years,Credit card refinancing,2,68.72,Front office coordinator,17,0,4,66,8,57000,339xx,FL,20.42,154,0,0,7,45.3,303,Sep-1992,Feb-2018
Paid,207.3,6.08%,2 years,Debt consolidation,0,29.56,Mental Health Tech,15,0,5,98,22,50000,027xx,MA,2.93,242,0,2,1,4.9,346,Feb-1989,Feb-2018
Paid,155.09,10.42%,10+ years,Debt consolidation,0,36.18,Administrative Manager,2,0,5,66,12,60000,968xx,HI,21.38,112,0,2,2,72.4,434,Oct-1981,Feb-2018
Paid,540.3,7.35%,6 years,Home improvement,0,91.87,Software Certifcation Engineer,3,0,5,NA,12,70000,300xx,GA,2.14,147,0,0,0,5.5,117,Sep-2005,Feb-2018
Paid,1082.67,21.45%,9 years,Credit card refinancing,0,482.62,Social Affairs Officer,7,0,3,54,21,140000,112xx,NY,22.02,50,0,1,1,92.7,172,Aug-2003,Feb-2018
Paid,356.82,13.59%,10+ years,Other,0,169.12,Pricing Specialist,6,0,2,91,7,95000,462xx,IN,19.68,135,0,5,1,46,149,Jul-2005,Feb-2018
Paid,96.79,9.44%,NA,Home improvement,0,25.18,NA,2,1,5,63,3,60000,117xx,NY,9.22,17,0,1,0,13.5,107,May-2007,Feb-2018
Paid,543.15,15.05%,4 years,Debt consolidation,0,261.28,waiter,NA,0,0,57,5,75000,900xx,CA,14.08,61,0,0,0,80.5,126,Feb-1976,Feb-2018
Paid,687.54,18.06%,6 years,Debt consolidation,0,376.25,Glazier,4,0,0,NA,2,60000,442xx,OH,8.72,230,64,0,0,83.5,249,Mar-1997,Feb-2018
Paid,186.31,10.91%,3 years,Credit card refinancing,0,45.46,Operator,4,0,4,86,7,49000,881xx,NV,20.3,142,0,1,0,40.1,160,Aug-2004,Feb-2018
Paid,291.94,21.45%,10+ years,Debt consolidation,0,178.75,Systems Director,4,0,5,73,17,169243.6,617xx,IL,26.38,244,0,1,9,55.3,147,Aug-1997,Feb-2018
Paid,103.65,6.08%,2 years,Credit card refinancing,0,14.77,Financial Analyst,1,0,3,75,15,43000,432xx,OH,24.5,39,0,4,2,20.3,150,Jun-2005,Feb-2018
Paid,232.64,10.42%,2 years,Debt consolidation,0,54.27,Optician,4,0,0,60,14,36000,486xx,MI,20.87,33,0,2,0,22.6,267,Sep-1995,Feb-2018
Paid,1085.97,24.85%,3 years,Debt consolidation,0,517.71,Customer Service Agent,NA,0,1,88,2,10000,852xx,AZ,144.66,116,0,1,4,97.3,152,Apr-2005,Dec-2017
Paid,178.9,6.72%,1 year,Major purchase,0,28,Accountant,2,0,5,98,18,50000,612xx,IL,20.24,147,0,3,2,6.1,151,May-2005,Feb-2018
Paid,296.15,6.08%,10+ years,Credit card refinancing,0,42.23,Office manager,17,0,3,19,2,110000,917xx,CA,8.23,52,0,1,2,29.7,31,Aug-2013,Feb-2018
Paid,370.27,9.93%,9 years,Debt consolidation,0,82.75,Home Heathcare,6,1,12,70,12,22000,761xx,TX,40.07,26,0,1,0,27.5,129,Mar-2007,Dec-2017
Paid,894.48,6.72%,2 years,Debt consolidation,0,140,Senior Accountant,NA,0,4,36,8,100000,111xx,NY,11.23,149,0,0,3,36.7,276,Dec-1994,Feb-2018
Paid,289.06,13.59%,3 years,Debt consolidation,1,89.69,Sales Director,0,0,1,NA,5,135000,800xx,CO,7.28,85,0,0,0,75.6,78,Nov-2010,Feb-2018
Paid,357.29,7.97%,1 year,Debt consolidation,0,61.11,pastry chef,20,0,2,79,5,55000,941xx,CA,21.47,103,0,3,1,39.7,117,Mar-2008,Feb-2018
Paid,335.37,7.97%,10+ years,Debt consolidation,0,88.56,Unloader,5,0,3,59,11,85000,605xx,IL,19.75,117,432,2,1,16.5,40,Mar-2008,Feb-2018
Paid,576.57,14.08%,6 years,Debt consolidation,3,264,Manager,0,1,2,59,8,96000,284xx,NC,17.75,77,0,2,0,13.8,140,Aug-2002,Feb-2018
Paid,95.28,12.62%,10+ years,Other,0,26.29,Assistant Director,0,0,5,99,3,60000,218xx,MD,6.94,127,0,5,0,7.6,129,Mar-2007,Feb-2018
Paid,650.16,30.17%,4 years,Debt consolidation,1,481.88,driver,5,0,0,49,1,40000,142xx,NY,27.26,243,0,1,1,NA,189,Sep-1997,Dec-2017
Paid,432.06,11.99%,4 years,Debt consolidation,0,174.86,Cyber Security Specialist,7,0,1,60,4,70000,925xx,CA,26.18,176,0,4,10,0,120,Apr-2003,Feb-2018
Paid,543.89,7.97%,4 years,Debt consolidation,4,99.63,Owner,17,0,1,76,6,100000,553xx,MN,9.2,144,0,1,0,0,212,Apr-2000,Feb-2018
Paid,170.14,19.03%,10+ years,Debt consolidation,0,66.07,Teacher,7,0,0,72,8,55000,993xx,WA,38.1,55,0,2,2,79.8,220,Aug-1999,Feb-2018
Paid,322.44,18.06%,2 years,Credit card refinancing,0,120.4,Driver,24,0,3,NA,4,83000,907xx,CA,1.62,NA,0,0,0,77,173,Jun-2003,Feb-2018
Paid,122.5,19.03%,10+ years,Debt consolidation,0,47.57,Labour,0,0,7,55,7,75000,480xx,MI,19.04,132,153,1,2,43.8,58,Sep-2004,Feb-2018
Paid,101.03,18.06%,6 years,Debt consolidation,0,37.63,Owner,6,0,1,84,4,86000,606xx,IL,5.96,8,0,1,0,56.2,152,Apr-2005,Feb-2018
Paid,195.87,16.02%,4 years,Major purchase,0,86.78,Pumper,1,0,0,80,2,80000,734xx,OK,33.26,165,0,6,1,98.9,205,Nov-2000,Feb-2018
Paid,559.54,19.03%,1 year,Debt consolidation,0,317.17,Case Manager,6,0,1,93,3,47000,945xx,CA,23.01,147,0,0,0,97.8,129,Sep-2005,Feb-2018
Paid,677.86,7.97%,10+ years,Debt consolidation,0,97.41,Teacher,18,0,0,43,3,63000,970xx,OR,6.93,143,0,0,3,97.9,131,Jan-2006,Dec-2017
Paid,195.11,7.35%,2 years,Debt consolidation,0,33.17,Store manager/co owner,9,1,1,75,3,125000,551xx,MN,10.07,143,0,3,0,14.1,136,Mar-2003,Feb-2018
Paid,160.46,13.59%,10+ years,Debt consolidation,1,47.19,Speech language pathologist,13,0,1,55,10,93000,207xx,MD,13.15,183,0,1,6,85.2,158,Sep-2002,Feb-2018
Paid,166.13,13.59%,10+ years,Debt consolidation,1,52.85,High School Director,11,0,4,16,7,80000,285xx,NC,18.64,177,0,1,0,65.9,258,Jun-1996,Feb-2018
Paid,98.83,16.02%,1 year,Green loan,0,33.37,Security Officer,13,0,4,NA,1,25000,925xx,CA,4.85,132,0,0,0,8.6,21,Mar-1995,Feb-2018
Paid,82.12,13.59%,3 years,Debt consolidation,0,25.48,Load Planner,2,0,2,79,2,54000,430xx,OH,21.16,75,0,2,2,70.6,56,Sep-2011,Feb-2018
Paid,592.73,13.59%,5 years,Debt consolidation,0,264.25,Secretary II,NA,1,6,100,9,69613,925xx,CA,16.46,100,0,6,8,10.8,65,Aug-2009,Feb-2018
Paid,771.38,9.93%,10+ years,Debt consolidation,0,172.39,owner / attorny,11,0,1,102,4,100000,838xx,ID,21.73,189,0,4,1,88.7,156,Mar-2002,Feb-2018
Paid,157.72,11.99%,< 1 year,Debt consolidation,0,41.63,Manager,NA,0,1,8,3,55000,113xx,NY,9.23,89,0,0,0,86.3,71,Jul-2010,Feb-2018
Paid,422.98,11.99%,NA,Debt consolidation,0,96.29,NA,17,0,0,NA,3,24000,537xx,WI,8.55,123,0,0,7,12.2,152,Apr-2005,Feb-2018
Paid,303.96,23.88%,3 years,Debt consolidation,0,199,Gage Technician,0,1,2,86,2,32000,321xx,FL,37.17,152,107,4,0,37.9,49,Apr-2005,Feb-2018
Paid,555.22,14.08%,10+ years,Debt consolidation,0,254.23,Customer Service Associate,14,0,1,54,2,44000,604xx,IL,44.68,153,0,1,1,92,153,Mar-2005,Dec-2017
Paid,708.73,22.91%,10+ years,Business,0,318.19,Managing Member,1,1,2,0,9,50000,061xx,CT,11.98,160,0,0,0,97,399,Sep-1984,Feb-2018
Paid,231.42,9.93%,10+ years,Other,0,51.72,Conflicts Analyst,15,0,5,71,7,67750,191xx,PA,11.53,85,60,2,1,40.4,125,Jul-2007,Feb-2018
Paid,947.65,6.08%,10+ years,Credit card refinancing,0,135.11,Teacher,4,0,2,37,8,85000,600xx,IL,16.07,161,0,1,0,50.4,150,Jul-2004,Feb-2018
Paid,128.37,13.59%,5 years,Debt consolidation,0,37.75,Office Assistant,NA,0,0,105,2,35000,100xx,NY,4.36,111,0,2,0,68.3,112,Aug-2008,Feb-2018
Paid,333.75,13.59%,10+ years,Credit card refinancing,1,98.15,Journeyman,12,0,4,34,6,125000,945xx,CA,6.62,121,75,1,1,34.2,70,Nov-2007,Feb-2018
Paid,635.17,12.62%,10+ years,Credit card refinancing,0,175.27,Title Officer,23,0,5,NA,17,90000,074xx,NJ,9.48,285,0,0,0,54.5,189,Mar-1994,Feb-2018
Paid,264.39,5.32%,NA,Home buying,0,33.25,NA,4,0,2,NA,9,46000,395xx,MS,1.25,NA,0,0,2,0,329,Jul-1990,Feb-2018
Paid,1192.64,6.72%,5 years,Credit card refinancing,0,186.67,Truck driver,9,1,3,NA,22,95000,191xx,PA,1.81,NA,0,0,0,7.3,176,Apr-2003,Feb-2018
Paid,236.59,11.99%,< 1 year,Other,0,62.45,Customer Service Representative,0,0,1,90,3,31200,752xx,TX,22.04,33,0,2,0,0,43,May-2014,Feb-2018
Paid,496.73,22.91%,10+ years,Debt consolidation,1,222.73,Welder,4,0,6,73,7,60000,305xx,GA,21.82,135,0,2,0,58.7,241,Nov-1997,Feb-2018
Paid,132.48,17.09%,1 year,Debt consolidation,0,47.48,Shuttle driver,4,0,5,79,3,30000,900xx,CA,19.24,25,390,1,1,0,104,Apr-2009,Feb-2018
Paid,407.58,10.91%,7 years,Debt consolidation,0,86.55,union laborer,6,0,0,81,3,35000,622xx,IL,27.88,132,0,2,1,40,109,Dec-2006,Feb-2018
Paid,540.3,7.35%,8 years,Credit card refinancing,0,91.87,owner,7,0,15,NA,15,75000,334xx,FL,6.25,NA,0,0,0,37.4,252,Dec-1996,Feb-2018
Paid,228.2,15.05%,3 years,Debt consolidation,0,73.16,Substance Abuse Counselor,16,0,5,NA,4,47000,288xx,NC,3.27,112,0,0,0,71.3,20,Aug-2008,Feb-2018
Paid,251.72,6.08%,< 1 year,Debt consolidation,0,35.89,Server,17,0,0,60,3,60000,021xx,MA,25.16,17,0,1,0,26.3,245,Jul-1995,Feb-2018
Paid,623.08,16.02%,9 years,Debt consolidation,1,291.5,Police Officer,1,0,3,71,5,90000,065xx,CT,21.96,170,0,5,8,52.9,258,Jun-1996,Feb-2018
Paid,622.25,21.45%,5 years,Car financing,0,48.86,Deputy Probation Officer,7,0,7,95,7,64000,952xx,CA,14.33,142,0,2,5,0,147,Sep-2005,Feb-2018
Paid,185.13,9.93%,7 years,Other,0,41.37,Shipping and receiving logistics,2,1,3,66,3,32000,088xx,NY,19.54,126,0,0,0,35.2,173,Jul-2003,Feb-2018
Paid,138.13,9.44%,4 years,Business,0,29.5,Records Manager,8,0,0,NA,3,92000,100xx,NY,1.09,68,0,0,0,6.6,173,Jul-2003,Feb-2018
Paid,355.37,6.08%,1 year,Credit card refinancing,0,50.67,Natural Resource. Specialist,13,0,1,98,7,67500,975xx,OR,10.2,205,0,2,2,41.8,204,Nov-2000,Feb-2018
Paid,454.68,24.85%,10+ years,Home buying,0,217.01,certified nurse assistant,2,0,7,73,6,41000,114xx,NY,27.87,129,0,1,0,70,133,Nov-2006,Feb-2018
Paid,329.2,11.99%,3 years,Debt consolidation,1,133.23,T Protection,4,0,6,71,5,80000,390xx,MS,16.88,68,0,4,5,0,93,Mar-2010,Feb-2018
Paid,260.91,9.44%,7 years,Debt consolidation,0,55.73,Assistant Store Manager,NA,0,2,67,4,57000,221xx,VA,13.28,42,0,0,1,30.7,61,Nov-2012,Dec-2017
Paid,920.05,9.44%,2 years,Debt consolidation,0,196.67,service aide,14,0,0,47,6,62000,104xx,NY,10.69,63,0,2,0,10.7,204,Dec-2000,Dec-2017
Paid,139.59,11.99%,NA,Credit card refinancing,0,37.05,NA,13,1,2,NA,2,16500,425xx,KY,22.55,140,273,0,0,75.1,54,Apr-2006,Feb-2018
Paid,273.95,17.09%,NA,Debt consolidation,0,113.94,NA,4,0,1,NA,2,24000,973xx,OR,10.6,63,0,0,0,71.2,240,Dec-1997,Feb-2018
Paid,317.59,12.62%,2 years,Credit card refinancing,0,87.64,Registered Nurse,1,0,10,98,6,60000,400xx,KY,21.41,150,0,3,0,70.2,143,Jun-2005,Feb-2018
Paid,355.74,20.00%,7 years,Other,0,208.33,District manager,2,0,1,102,2,62000,380xx,TN,4.81,116,3137,1,0,2.3,125,Jul-2007,Feb-2018
Paid,245.75,15.05%,10+ years,Debt consolidation,0,67.45,Specialist II,7,0,1,81,7,38000,787xx,TX,23.56,24,0,3,0,90.2,217,Nov-1999,Feb-2018
Paid,658.84,16.02%,10+ years,Home improvement,0,222.5,Owner,11,0,1,99,4,24000,317xx,GA,12.1,11,430,1,0,54.6,53,Jul-2013,Feb-2018
Paid,238.53,6.72%,2 years,Credit card refinancing,0,37.33,Systems Engineer,14,0,4,67,6,55400,752xx,TX,24.76,76,0,1,0,20.8,46,Aug-2011,Feb-2018
Paid,236.91,6.08%,10+ years,Debt consolidation,0,33.77,School Psychologist,13,0,5,20,16,95000,440xx,OH,21.83,162,0,1,0,17,221,Jul-1999,Feb-2018
Unpaid,20,14.08%,10+ years,Debt consolidation,0,0,Sales Administrator,NA,1,0,99,4,41000,982xx,WA,5.53,96,117,1,1,31.8,157,Nov-2004,Feb-2018
Paid,311.04,10.91%,< 1 year,Credit card refinancing,0,75.77,Associate Analyst,12,0,2,95,3,41000,322xx,FL,15.43,52,0,8,2,30.7,57,Mar-2013,Feb-2018
Paid,226.32,11.99%,4 years,Other,1,91.59,Clinical Coordinator,4,0,7,96,14,80000,327xx,FL,8.84,224,0,4,0,1.1,119,Apr-1999,Dec-2017
Paid,1491.51,10.42%,< 1 year,Credit card refinancing,0,298.75,owner,NA,0,3,12,7,150000,662xx,KS,9.46,122,0,1,1,60.4,171,Jun-2003,Dec-2017
Paid,317.27,10.91%,2 years,Debt consolidation,0,77.28,Associate,3,1,2,95,5,95000,490xx,MI,16.06,43,347,5,4,15.7,45,Mar-2014,Feb-2018
Paid,399.76,12.62%,10+ years,Debt consolidation,0,182.99,Sales,9,0,1,64,5,111000,932xx,CA,29.44,159,0,5,7,47.9,182,Oct-2002,Feb-2018
Paid,351.26,11.99%,5 years,Credit card refinancing,0,66.25,Service Tech,5,1,4,99,6,74000,300xx,GA,27.72,141,0,4,3,32.9,133,Mar-2006,Feb-2018
Paid,851.48,21.45%,10+ years,Credit card refinancing,0,521.36,cfo,0,0,0,NA,14,180000,928xx,CA,21.69,132,0,2,1,88.9,163,May-2004,Feb-2018
Paid,744.43,10.42%,3 years,Other,0,173.67,mechanic,4,0,2,89,5,46800,328xx,FL,10.59,24,0,2,0,12.7,80,Apr-2011,Feb-2018
Paid,99.15,17.09%,2 years,Debt consolidation,0,35.61,Registered Behavior Technician,0,0,2,49,6,31674,945xx,CA,22.09,99,0,0,0,93.3,86,Sep-2009,Feb-2018
Paid,806.98,13.59%,4 years,Debt consolidation,0,396.38,Construction Administrator,NA,0,0,65,3,69000,787xx,TX,26.63,145,0,1,11,92.9,163,May-2004,Feb-2018
Paid,467.72,10.91%,3 years,Credit card refinancing,0,113.64,Director of Product Management,1,0,2,NA,17,168000,530xx,WI,35.18,124,0,2,3,75.6,439,May-1981,Feb-2018
Paid,472.38,11.99%,8 years,Other,5,124.89,Operations Manager,11,0,1,90,7,80000,300xx,GA,11.73,154,0,3,0,89.5,312,Dec-1991,Feb-2018
Paid,391.84,7.97%,2 years,Debt consolidation,0,46.57,Pharmacy Technician,19,0,2,29,3,26245,136xx,NY,15.45,43,0,0,0,51.5,62,Oct-2012,Feb-2018
Paid,631.27,30.79%,10+ years,Debt consolidation,0,472.54,Manager,1,0,6,52,14,103000,430xx,OH,37.43,59,0,2,0,29.6,340,Aug-1989,Feb-2018
Paid,139.13,17.09%,1 year,Credit card refinancing,0,49.84,Financial Coordinator,14,0,2,89,3,32000,252xx,WV,22.43,147,619,1,0,72.5,62,Sep-2005,Feb-2018
Paid,929.55,11.99%,10+ years,Debt consolidation,0,439.63,Associate Director,3,0,3,94,10,134000,065xx,CT,16.67,138,0,2,2,76.2,165,Jul-1992,Feb-2018
Paid,516.24,24.85%,1 year,Debt consolidation,0,345.14,School safety officer,NA,0,2,104,3,40000,100xx,NY,13.47,109,0,1,2,58,112,Aug-2008,Dec-2017
Paid,582.58,12.62%,10+ years,Debt consolidation,0,245.39,Teacher,7,0,6,NA,17,55000,680xx,NE,41.96,139,0,2,0,55.8,173,Jul-2003,Dec-2017
Paid,698.7,26.30%,4 years,Home improvement,1,482.17,Compensation & Benefits Administrator,4,0,4,55,13,90000,021xx,MA,21.04,131,0,0,3,84,330,Jun-1990,Feb-2018
Paid,170.14,19.03%,< 1 year,Other,0,66.07,Physical Therapy Assistant,5,0,3,86,2,60000,383xx,TN,14.18,112,1697,2,0,41.3,91,Aug-2008,Feb-2018
Paid,641.83,13.59%,2 years,Debt consolidation,1,188.75,Program Manager/Occupational Therapist,6,0,5,35,6,100000,080xx,NJ,14.33,135,0,0,0,79.3,165,Mar-2004,Feb-2018
Paid,253.81,7.97%,3 years,Debt consolidation,0,46.49,Salesforce Consultant,1,0,1,85,2,90000,846xx,UT,9.01,79,0,1,0,42.5,62,May-2011,Feb-2018
Paid,967.02,14.08%,3 years,Debt consolidation,0,293.33,onwer,13,0,2,49,6,47000,323xx,FL,28.46,39,647,1,2,44.5,75,Sep-2011,Feb-2018
Paid,363.03,14.08%,1 year,Credit card refinancing,1,166.23,Post Doctoral Fellow,13,0,0,97,7,66400,913xx,CA,20.03,146,0,1,1,91.3,148,Aug-2005,Feb-2018
Paid,268.35,6.72%,< 1 year,Credit card refinancing,0,42,Medical Resident,7,0,3,119,1,48870,958xx,CA,14.07,111,0,3,1,65.4,135,Sep-2006,Feb-2018
Paid,423.38,13.59%,10+ years,Debt consolidation,0,188.75,Cashier,NA,0,2,7,2,37000,481xx,MI,26.53,70,0,1,2,87,82,Feb-2011,Feb-2018
Paid,757.84,7.35%,2 years,Home buying,0,204.17,Manager,NA,0,1,NA,6,110000,435xx,OH,5.92,143,0,0,0,45.8,221,Jul-1999,Feb-2018
Paid,92.28,10.42%,2 years,Credit card refinancing,0,21.71,Shuttle driver,18,0,3,53,8,24000,140xx,NY,26.55,137,0,2,0,43.3,145,Nov-2005,Feb-2018
Paid,76.77,10.42%,NA,Debt consolidation,0,18.09,NA,1,0,1,65,17,110000,481xx,MI,32.78,170,0,3,1,67,377,Jul-1986,Feb-2018
Paid,395.03,11.99%,10+ years,Home buying,0,159.87,trade specalist,13,1,0,66,3,39000,153xx,PA,27.57,92,0,3,0,0.4,129,Aug-2003,Feb-2018
Paid,291.29,12.62%,10+ years,Credit card refinancing,0,122.69,Administrative Assistnt,1,1,3,81,9,44000,852xx,AZ,16.45,64,0,3,1,69.6,290,Oct-1993,Dec-2017
Paid,68.25,10.42%,10+ years,Business,0,15.92,manager,18,0,1,57,1,36000,972xx,OR,5.23,18,0,1,0,90.7,95,Jan-2010,Feb-2018
Paid,54.35,24.85%,< 1 year,Other,0,25.88,Diesel Mechanic,2,0,0,80,3,70000,433xx,OH,22.46,129,0,3,1,62.4,125,Mar-2007,Feb-2018
Paid,354.19,14.08%,10+ years,Debt consolidation,0,168.96,Sales Management,4,0,0,65,4,90000,357xx,AL,25.43,124,2477,3,1,91.8,137,Jul-2006,Feb-2018
Paid,800.29,10.42%,3 years,Moving and relocation,0,289.44,Director of Wellness,3,0,1,90,7,85000,191xx,PA,9.59,211,0,2,5,5.8,428,Apr-1982,Dec-2017
Paid,148.08,6.08%,10+ years,Other,0,21.11,Insurance Processor,2,0,3,100,22,38000,331xx,FL,22.05,36,0,2,0,2.1,242,Oct-1997,Feb-2018
Paid,728.22,12.62%,10+ years,Other,2,306.73,IT Director,NA,0,2,NA,7,102000,344xx,FL,6.31,177,2513,0,0,84.4,230,Oct-1998,Feb-2018
Paid,275.2,13.59%,10+ years,Debt consolidation,0,122.69,POLICE OFFICER,0,0,1,53,2,61000,466xx,IN,19.14,100,0,1,2,73.2,71,Oct-2005,Feb-2018
Paid,32.26,14.08%,1 year,Credit card refinancing,0,9.77,Security Officer,4,0,8,98,6,30000,980xx,WA,19.6,40,0,3,6,5.2,35,Aug-2014,Feb-2018
Paid,802.29,13.59%,2 years,Debt consolidation,0,235.94,Superintendent,5,1,3,84,4,85000,327xx,FL,30.02,74,0,6,9,61.6,96,Dec-2009,Dec-2017
Paid,208.07,12.62%,3 years,Debt consolidation,0,87.64,Administrative,5,0,0,57,2,40000,641xx,MO,31.59,134,0,1,0,90.7,135,Sep-2006,Feb-2018
Paid,705.51,21.45%,8 years,Credit card refinancing,0,431.98,Insurance Agent,7,1,1,60,5,76000,928xx,CA,29.26,196,0,1,0,82.9,150,Aug-2001,Feb-2018
Paid,630.89,11.99%,NA,Debt consolidation,0,166.52,NA,13,0,3,NA,5,10000,395xx,MS,8.04,NA,0,0,0,7.8,197,Jul-2001,Dec-2017
Paid,292.9,11.99%,3 years,Credit card refinancing,0,83.93,Police Officer,0,0,8,121,7,65505,221xx,VA,38.96,105,0,3,6,16.9,111,Sep-2008,Feb-2018
Paid,540.3,7.35%,2 years,Debt consolidation,0,91.87,West Coast Sales,13,0,3,73,5,75000,945xx,CA,12.53,115,74,1,0,33.4,111,May-2008,Feb-2018
Paid,760.41,15.05%,1 year,Debt consolidation,0,365.8,Driver,12,0,1,60,4,150000,604xx,IL,24.75,101,0,4,8,86.3,80,Jul-2008,Feb-2018
Paid,233.5,6.72%,10+ years,Debt consolidation,0,52.42,Sewer,2,1,9,NA,11,60000,064xx,CT,2.93,64,0,0,0,9.2,144,Nov-2005,Feb-2018
Paid,103.11,9.44%,NA,Other,0,30.68,NA,11,0,2,NA,4,12000,928xx,CA,21.2,125,0,0,3,52.7,119,Jul-2007,Dec-2017
Paid,293.76,5.32%,4 years,Credit card refinancing,0,36.94,Field Service Technician,5,0,7,NA,18,97000,371xx,TN,12.47,95,0,1,1,8.3,173,Jul-2003,Feb-2018
Paid,66.04,7.35%,3 years,Major purchase,0,11.23,Chef,0,0,0,NA,4,25000,463xx,IN,1.03,NA,0,0,0,2.6,222,Jun-1999,Feb-2018
Paid,436.93,12.62%,8 years,Debt consolidation,0,184.04,Line haul Driver,2,0,4,95,0,75000,490xx,MI,16.51,161,0,6,11,NA,162,Jun-2004,Feb-2018
Paid,772.32,28.72%,10+ years,Debt consolidation,0,558.44,Auto Claims Adjuster,NA,0,2,NA,6,65000,760xx,TX,14.7,120,0,0,0,74.6,164,Apr-2004,Feb-2018
Paid,596.32,6.72%,< 1 year,Debt consolidation,0,93.33,Flight Attendant,0,0,0,44,4,46000,913xx,CA,24.47,139,0,1,0,29.3,182,Oct-2002,Feb-2018
Paid,731.2,10.91%,6 years,Debt consolidation,0,177.86,Partner,2,0,1,NA,5,550000,068xx,CT,10.33,224,0,2,0,84.7,262,Feb-1996,Feb-2018
Paid,445.74,10.42%,4 years,Debt consolidation,0,87.46,Office,NA,1,1,62,6,60000,119xx,NY,16.96,119,0,1,1,52.1,262,Feb-1996,Feb-2018
Paid,832.26,12.62%,9 years,Debt consolidation,0,350.56,Realtor,1,0,5,NA,9,175000,925xx,CA,9.85,58,0,3,1,44.7,86,Jun-2006,Feb-2018
Paid,786.47,9.44%,8 years,Other,0,262.23,Team Member for Paint Department,19,0,0,82,1,73500,483xx,MI,14.68,129,0,1,1,71,211,May-2000,Feb-2018
Paid,651.37,10.42%,10+ years,Credit card refinancing,0,151.96,Medical Billing,4,1,3,31,8,52000,112xx,NY,27.67,156,0,0,0,38,180,Dec-2002,Feb-2018
Paid,158.8,12.62%,7 years,Home buying,0,43.82,Owner,3,0,2,75,9,75000,066xx,CT,10.83,126,0,2,0,77.3,202,Oct-1968,Feb-2018
Paid,209.86,11.99%,10+ years,Debt consolidation,0,84.93,Analyst,16,0,2,3,13,70000,023xx,MA,14.74,155,0,0,2,61.2,182,Jan-2000,Feb-2018
Paid,473.17,11.99%,10+ years,Debt consolidation,0,124.89,International supervisor,1,0,5,62,12,65000,902xx,CA,36.33,134,0,1,0,38.9,192,Dec-2001,Feb-2018
Paid,788.46,17.09%,< 1 year,Debt consolidation,0,415.38,Network Architect,7,0,3,75,9,172500,950xx,CA,14.56,40,0,4,4,36.9,44,Apr-2014,Feb-2018
Paid,423.38,13.59%,7 years,Home improvement,0,188.75,journeyman electrician,3,0,16,62,15,200000,953xx,CA,10.49,105,0,2,6,31.3,118,Feb-2008,Feb-2018
Unpaid,0,7.97%,2 years,Other,0,0,Customer service Rep,NA,0,0,NA,2,72000,925xx,CA,1.9,NA,0,0,0,18.1,229,Nov-1998,Feb-2018
Paid,999.72,17.09%,8 years,Medical expenses,0,356.04,Exec,1,0,6,109,5,98000,300xx,GA,12.63,138,156,1,2,30.4,158,Oct-2004,Feb-2018
Paid,473.65,7.35%,9 years,Home improvement,0,127.61,Dental hygienist,7,1,1,40,2,66000,430xx,OH,6.13,164,0,1,1,31.3,95,Apr-2004,Feb-2018
